[4448322.298111] tg3 0000:03:00.0: eth0: 0x00000830: 0x00000000, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298114] tg3 0000:03:00.0: eth0: 0x00000840: 0xffffffff, 0xffffffff, 0xffffffff, 0xffffffff
[4448322.298685] tg3 0000:03:00.0: eth0: 0x000052b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448322.298688] tg3 0000:03:00.0: eth0: 0x000052c0: 0x00000000, 0x00000000, 0x0800278c, 0x00000000
[4448322.298691] tg3 0000:03:00.0: eth0: 0x00005300: 0x00009800, 0x80004000, 0x00000000, 0x00000000
[4448322.298693] tg3 0000:03:00.0: eth0: 0x00005310: 0x00000000, 0x00000000, 0x00000000, 0x08001b10
[4448322.298696] tg3 0000:03:00.0: eth0: 0x00005320: 0x00031f82, 0x00000000, 0x00000000, 0x40000020
[4448322.298699] tg3 0000:03:00.0: eth0: 0x00005330: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448322.298701] tg3 0000:03:00.0: eth0: 0x00005340: 0x00000000, 0x00000000, 0x080020e2, 0x00000000
[4448322.298704] tg3 0000:03:00.0: eth0: 0x00005380: 0x00009800, 0x80000000, 0x00000000, 0x00000000
[4448322.298706] tg3 0000:03:00.0: eth0: 0x00005390: 0x00000000, 0x00000000, 0x00000000, 0x08001abc
[4448322.298709] tg3 0000:03:00.0: eth0: 0x000053a0: 0x00031f82, 0x00000000, 0x00000000, 0x40000020
[4448322.298712] tg3 0000:03:00.0: eth0: 0x000053b0: 0x00000000, 0x0000001d, 0x00000000, 0x00000000
[4448322.298714] tg3 0000:03:00.0: eth0: 0x000053c0: 0x00000000, 0x00000000, 0x080019b0, 0x00000000
[4448322.298717] tg3 0000:03:00.0: eth0: 0x00005800: 0x03000000, 0x03000000, 0x66000000, 0x00000000
[4448322.298720] tg3 0000:03:00.0: eth0: 0x00005810: 0x5a000000, 0x00000000, 0x00000001, 0x00000000
[4448322.298722] tg3 0000:03:00.0: eth0: 0x00005820: 0x5d000000, 0x00000000, 0x00000000, 0x00000000
[4448322.298725] tg3 0000:03:00.0: eth0: 0x00005860: 0x00000000, 0x00000000, 0x000007e1, 0x000007e1
[4448322.298728] tg3 0000:03:00.0: eth0: 0x00005880: 0x0000074f, 0x0000074f, 0x00000e34, 0x00000e34
[4448322.298730] tg3 0000:03:00.0: eth0: 0x00005890: 0x000007b7, 0x000007b7, 0x00000896, 0x00000896
[4448322.298733] tg3 0000:03:00.0: eth0: 0x00005900: 0x00000140, 0x00000140, 0x0000013c, 0x0000015f
[4448322.298736] tg3 0000:03:00.0: eth0: 0x00005980: 0x00000140, 0x000001f4, 0x0000013c, 0x0000015f
[4448322.298738] tg3 0000:03:00.0: eth0: 0x00005a00: 0x000f601f, 0x00000000, 0x00010000, 0x00000000
[4448322.298741] tg3 0000:03:00.0: eth0: 0x00006000: 0x00010082, 0x00000000, 0x00000000, 0x00000000
[4448322.298744] tg3 0000:03:00.0: eth0: 0x00006400: 0x00000000, 0x00000000, 0x00010891, 0xc0000000
[4448322.298747] tg3 0000:03:00.0: eth0: 0x00006410: 0x0a000064, 0x0a000064, 0x00000000, 0x00000000
[4448322.298749] tg3 0000:03:00.0: eth0: 0x00006420: 0x00000000, 0x00000000, 0x00000000, 0x81640000
[4448322.298752] tg3 0000:03:00.0: eth0: 0x00006430: 0x78000000, 0x14e41657, 0x169d103c, 0x01020000
[4448322.298755] tg3 0000:03:00.0: eth0: 0x00006440: 0x0000304f, 0x000002e4, 0x00000000, 0x00000000
[4448322.298757] tg3 0000:03:00.0: eth0: 0x000064c0: 0x00000010, 0x00000004, 0x00001004, 0x00000000
[4448322.298760] tg3 0000:03:00.0: eth0: 0x000064d0: 0x00000000, 0x10008d81, 0x00000000, 0x00315e42
[4448322.298762] tg3 0000:03:00.0: eth0: 0x000064e0: 0x00000031, 0x0000001f, 0x00000000, 0x00000000
[4448322.298765] tg3 0000:03:00.0: eth0: 0x000064f0: 0x00000002, 0x00000031, 0x00000000, 0x00000000
[4448322.298768] tg3 0000:03:00.0: eth0: 0x00006500: 0x01e10003, 0x239cead8, 0x00002880, 0x00000003
[4448322.298770] tg3 0000:03:00.0: eth0: 0x00006510: 0x0007812c, 0x00058116, 0x0004610a, 0x00000000
[4448322.298773] tg3 0000:03:00.0: eth0: 0x00006550: 0x00000001, 0x02800000, 0x00000000, 0x00000000
[4448322.298776] tg3 0000:03:00.0: eth0: 0x000065f0: 0x00000000, 0x00000109, 0x00000000, 0x00000000
[4448322.298778] tg3 0000:03:00.0: eth0: 0x00006800: 0x041b0034, 0x20089082, 0x01069208, 0xc5fab9c6
[4448322.298781] tg3 0000:03:00.0: eth0: 0x00006810: 0x21020010, 0xffffffff, 0x00000000, 0x00000000
[4448322.298784] tg3 0000:03:00.0: eth0: 0x00006830: 0xffffffff, 0xffffffff, 0x00000000, 0x00000000
[4448322.298786] tg3 0000:03:00.0: eth0: 0x00006840: 0x00000000, 0x00000001, 0x00000000, 0x00000000
[4448322.298789] tg3 0000:03:00.0: eth0: 0x00006890: 0x00000000, 0x88003800, 0x00000000, 0x04102040
[4448322.298791] tg3 0000:03:00.0: eth0: 0x000068a0: 0x00000020, 0x00000001, 0x03ff03ff, 0x00000000
[4448322.298794] tg3 0000:03:00.0: eth0: 0x000068b0: 0xe0011514, 0x00000000, 0x00000000, 0x00000000
[4448322.298797] tg3 0000:03:00.0: eth0: 0x000068e0: 0x00000000, 0x00000000, 0x00000000, 0x00004954
[4448322.298799] tg3 0000:03:00.0: eth0: 0x000068f0: 0x00ff000e, 0x00ff0000, 0x00000000, 0x04444444
[4448322.298802] tg3 0000:03:00.0: eth0: 0x00006900: 0x4a0b7620, 0x13ca5c6f, 0x00000000, 0x00000000
[4448322.298805] tg3 0000:03:00.0: eth0: 0x00006920: 0x00000000, 0x00000000, 0x00000001, 0x00000000
[4448322.298808] tg3 0000:03:00.0: eth0: 0x00007000: 0x00000188, 0x00000000, 0x00000000, 0x0004aa48
[4448322.298810] tg3 0000:03:00.0: eth0: 0x00007010: 0x00000078, 0x01008073, 0x00d70081, 0x03008200
[4448322.298813] tg3 0000:03:00.0: eth0: 0x00007020: 0x00000000, 0x00000000, 0x00000406, 0x10004000
[4448322.298816] tg3 0000:03:00.0: eth0: 0x00007030: 0x00020000, 0x0004aa4c, 0x001f0000, 0x00000000
[4448322.298819] tg3 0000:03:00.0: eth0: 0: Host status block [00000005:00000003:(0000:0000:0000):(0000:0000)]
[4448322.298823] tg3 0000:03:00.0: eth0: 0: NAPI info [00000003:00000003:(0000:0000:01ff):0000:(07e1:0000:0000:0000)]
[4448322.298826] tg3 0000:03:00.0: eth0: 1: Host status block [00000001:00000066:(0000:0000:0000):(074f:0140)]
[4448322.298830] tg3 0000:03:00.0: eth0: 1: NAPI info [00000066:00000066:(0140:0140:01ff):074f:(074f:055c:0000:0000)]
[4448322.298833] tg3 0000:03:00.0: eth0: 2: Host status block [00000001:0000005a:(0e34:0000:0000):(0000:01f4)]
[4448322.298837] tg3 0000:03:00.0: eth0: 2: NAPI info [0000005a:0000005a:(01f4:01f4:01ff):0e34:(0634:0439:0000:0000)]
[4448322.298840] tg3 0000:03:00.0: eth0: 3: Host status block [00000001:00000024:(0000:0000:0000):(0000:013c)]
[4448322.298843] tg3 0000:03:00.0: eth0: 3: NAPI info [0000001c:0000001c:(013c:0150:01ff):07b7:(07b7:07b7:0000:0000)]
[4448322.298847] tg3 0000:03:00.0: eth0: 4: Host status block [00000001:0000004d:(0000:0000:0896):(0000:015f)]
[4448322.298850] tg3 0000:03:00.0: eth0: 4: NAPI info [0000005d:0000005d:(015f:0173:01ff):0896:(0096:0696:0000:0000)]
[4448326.931113] BUG: soft lockup - CPU#8 stuck for 67s! [nginx:9248]
[4448326.931114] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448326.931130] CPU 8 
[4448326.931131] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448326.931144] 
[4448326.931147] Pid: 9248, comm: nginx Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448326.931150] RIP: 0010:[<ffffffff814e1e3e>]  [<ffffffff814e1e3e>] _spin_lock+0x1e/0x30
[4448326.931154] RSP: 0018:ffff8818e2ea5318  EFLAGS: 00000283
[4448326.931156] RAX: 00000000000099a1 RBX: ffff8818e2ea5318 RCX: ffff8818e2ea54c0
[4448326.931158] RDX: 000000000000999c RSI: 0000000000000001 RDI: ffff881fed367598
[4448326.931159] RBP: ffffffff8100bc0e R08: ffffea00456df0c8 R09: ffff88000001cd80
[4448326.931161] R10: 0000000000000000 R11: 0000000000000000 R12: 0000000000000000
[4448326.931163] R13: 000000000002db00 R14: 0000000000012ae0 R15: ffff8818e2ea4000
[4448326.931166] FS:  00007f6897b8a740(0000) GS:ffff880099900000(0000) knlGS:0000000000000000
[4448326.931168] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[4448326.931170] CR2: 00007f67f1932008 CR3: 000000179df32000 CR4: 00000000001406e0
[4448326.931172] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448326.931174] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448326.931176] Process nginx (pid: 9248, threadinfo ffff8818e2ea4000, task ffff881ff0fa4080)
[4448326.931177] Stack:
[4448326.931178]  ffff8818e2ea53c8 ffffffff811471ce ffff881ff0fa4080 0000000000000000
[4448326.931183] <0> 0000000000000000 000000000001cd80 ffff881fed367598 ffff8818e2ea54c0
[4448326.931188] <0> ffff88203f840100 0000000000000000 ffff881ff0fa4080 0000000000000046
[4448326.931192] Call Trace:
[4448326.931196]  [<ffffffff811471ce>] ? page_referenced+0x9e/0x370
[4448326.931200]  [<ffffffff8112b429>] ? shrink_page_list.clone.0+0x149/0x600
[4448326.931204]  [<ffffffff8112bbdb>] ? shrink_inactive_list+0x2fb/0x740
[4448326.931209]  [<ffffffff8141254e>] ? __kfree_skb+0x1e/0xa0
[4448326.931212]  [<ffffffff8141260b>] ? consume_skb+0x3b/0x80
[4448326.931217]  [<ffffffffa0146543>] ? tg3_start_xmit+0x433/0xd70 [tg3]
[4448326.931221]  [<ffffffff81269910>] ? swiotlb_map_page+0x0/0x100
[4448326.931224]  [<ffffffff8112ca9f>] ? shrink_zone+0x38f/0x520
[4448326.931228]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448326.931232]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448326.931236]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448326.931239]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448326.931243]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448326.931247]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448326.931251]  [<ffffffff81421e00>] ? dev_queue_xmit+0x100/0x6b0
[4448326.931255]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448326.931258]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448326.931261]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448326.931265]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448326.931269]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448326.931272]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448326.931276]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448326.931279]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448326.931283]  [<ffffffff81461b51>] ? sk_stream_alloc_skb+0x41/0x110
[4448326.931287]  [<ffffffff81461f90>] ? tcp_sendmsg+0x370/0xa30
[4448326.931291]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448326.931295]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448326.931298]  [<ffffffff814df55e>] ? thread_return+0x4e/0x760
[4448326.931302]  [<ffffffff8107c83c>] ? lock_timer_base+0x3c/0x70
[4448326.931306]  [<ffffffff8107d362>] ? del_timer_sync+0x22/0x30
[4448326.931309]  [<ffffffff814e034a>] ? schedule_timeout+0x19a/0x2e0
[4448326.931313]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448326.931317]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448326.931319] Code: 00 00 00 01 74 05 e8 c2 ed d7 ff c9 c3 55 48 89 e5 0f 1f 44 00 00 b8 00 00 01 00 f0 0f c1 07 0f b7 d0 c1 e8 10 39 c2 74 0e f3 90 <0f> b7 17 eb f5 83 3f 00 75 f4 eb df c9 c3 0f 1f 40 00 55 48 89 
[4448326.931340] Call Trace:
[4448326.931344]  [<ffffffff811471ce>] ? page_referenced+0x9e/0x370
[4448326.931347]  [<ffffffff8112b429>] ? shrink_page_list.clone.0+0x149/0x600
[4448326.931351]  [<ffffffff8112bbdb>] ? shrink_inactive_list+0x2fb/0x740
[4448326.931355]  [<ffffffff8141254e>] ? __kfree_skb+0x1e/0xa0
[4448326.931359]  [<ffffffff8141260b>] ? consume_skb+0x3b/0x80
[4448326.931363]  [<ffffffffa0146543>] ? tg3_start_xmit+0x433/0xd70 [tg3]
[4448326.931367]  [<ffffffff81269910>] ? swiotlb_map_page+0x0/0x100
[4448326.931370]  [<ffffffff8112ca9f>] ? shrink_zone+0x38f/0x520
[4448326.931374]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448326.931377]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448326.931381]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448326.931384]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448326.931388]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448326.931391]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448326.931395]  [<ffffffff81421e00>] ? dev_queue_xmit+0x100/0x6b0
[4448326.931399]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448326.931402]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448326.931405]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448326.931408]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448326.931412]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448326.931415]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448326.931419]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448326.931422]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448326.931426]  [<ffffffff81461b51>] ? sk_stream_alloc_skb+0x41/0x110
[4448326.931429]  [<ffffffff81461f90>] ? tcp_sendmsg+0x370/0xa30
[4448326.931433]  [<ffffffff8140acca>] ? sock_sendmsg+0x11a/0x150
[4448326.931436]  [<ffffffff81091330>] ? autoremove_wake_function+0x0/0x40
[4448326.931440]  [<ffffffff814df55e>] ? thread_return+0x4e/0x760
[4448326.931443]  [<ffffffff8107c83c>] ? lock_timer_base+0x3c/0x70
[4448326.931447]  [<ffffffff8107d362>] ? del_timer_sync+0x22/0x30
[4448326.931450]  [<ffffffff814e034a>] ? schedule_timeout+0x19a/0x2e0
[4448326.931453]  [<ffffffff8140b5c9>] ? sys_sendto+0x139/0x190
[4448326.931457]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448327.230511] BUG: soft lockup - CPU#12 stuck for 67s! [irqbalance:2335]
[4448327.230512] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448327.230528] CPU 12 
[4448327.230529] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448327.230542] 
[4448327.230544] Pid: 2335, comm: irqbalance Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448327.230547] RIP: 0010:[<ffffffff810a7d2a>]  [<ffffffff810a7d2a>] smp_call_function_many+0x1ea/0x260
[4448327.230552] RSP: 0018:ffff881feecd59a8  EFLAGS: 00000202
[4448327.230554] RAX: 0000000000000030 RBX: ffff881feecd59e8 RCX: 0000000000000020
[4448327.230557] RDX: 000000000000002f RSI: 0000000000000040 RDI: 0000000000000286
[4448327.230559] RBP: ffffffff8100bc0e R08: ffffffff81bfd548 R09: 0000000000000040
[4448327.230561] R10: 0000000000000001 R11: 0000000000000000 R12: ffffffff81254a50
[4448327.230563] R13: ffff881feecd5958 R14: 0000000000000292 R15: ffff881feecd5958
[4448327.230566] FS:  00007fa8dfb0a720(0000) GS:ffff880099980000(0000) knlGS:0000000000000000
[4448327.230569] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[4448327.230571] CR2: 00000000ef060018 CR3: 0000001ff0078000 CR4: 00000000001406e0
[4448327.230573] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448327.230575] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448327.230578] Process irqbalance (pid: 2335, threadinfo ffff881feecd4000, task ffff881fef8ac0c0)
[4448327.230580] Stack:
[4448327.230581]  0100000000000b46 0000000000000000 0000000000000020 ffffffff81125070
[4448327.230586] <0> 0000000000000000 ffff88000001cd80 ffff88000002db00 00000000000000d0
[4448327.230591] <0> ffff881feecd59f8 ffffffff810a7dc2 ffff881feecd5a28 ffffffff81072314
[4448327.230596] Call Trace:
[4448327.230600]  [<ffffffff81125070>] ? drain_local_pages+0x0/0x20
[4448327.230604]  [<ffffffff810a7dc2>] ? smp_call_function+0x22/0x30
[4448327.230608]  [<ffffffff81072314>] ? on_each_cpu+0x24/0x50
[4448327.230612]  [<ffffffff8112310c>] ? drain_all_pages+0x1c/0x20
[4448327.230616]  [<ffffffff8112559b>] ? __alloc_pages_nodemask+0x50b/0x930
[4448327.230620]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448327.230624]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448327.230627]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448327.230631]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448327.230635]  [<ffffffff811e6de6>] ? stat_open+0x56/0xc0
[4448327.230638]  [<ffffffff81160cb9>] ? __kmalloc+0x189/0x220
[4448327.230642]  [<ffffffff811e6de6>] ? stat_open+0x56/0xc0
[4448327.230646]  [<ffffffff811ddc3e>] ? proc_reg_open+0xae/0x1d0
[4448327.230650]  [<ffffffff81199d60>] ? single_release+0x0/0x40
[4448327.230653]  [<ffffffff811ddb90>] ? proc_reg_open+0x0/0x1d0
[4448327.230657]  [<ffffffff811757f5>] ? __dentry_open+0x115/0x330
[4448327.230661]  [<ffffffff81213b9f>] ? security_inode_permission+0x1f/0x30
[4448327.230665]  [<ffffffff81175a4a>] ? vfs_open+0x3a/0x40
[4448327.230669]  [<ffffffff81175a88>] ? nameidata_to_filp+0x38/0x40
[4448327.230673]  [<ffffffff81188f60>] ? do_filp_open+0x6c0/0xd60
[4448327.230677]  [<ffffffff8109653f>] ? hrtimer_try_to_cancel+0x3f/0xd0
[4448327.230681]  [<ffffffff814e1023>] ? do_nanosleep+0x93/0xc0
[4448327.230685]  [<ffffffff81195002>] ? alloc_fd+0x92/0x160
[4448327.230689]  [<ffffffff81175599>] ? do_sys_open+0x69/0x140
[4448327.230693]  [<ffffffff811756b0>] ? sys_open+0x20/0x30
[4448327.230697]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448327.230699] Code: a1 43 00 0f ae f0 48 8b 7b 30 ff 15 59 b2 9e 00 80 7d c7 00 0f 84 9f fe ff ff f6 43 20 01 0f 84 95 fe ff ff 0f 1f 44 00 00 f3 90 <f6> 43 20 01 75 f8 e9 83 fe ff ff 0f 1f 00 4c 89 ea 4c 89 f6 44 
[4448327.230720] Call Trace:
[4448327.230724]  [<ffffffff810a7d0f>] ? smp_call_function_many+0x1cf/0x260
[4448327.230728]  [<ffffffff81125070>] ? drain_local_pages+0x0/0x20
[4448327.230731]  [<ffffffff810a7dc2>] ? smp_call_function+0x22/0x30
[4448327.230734]  [<ffffffff81072314>] ? on_each_cpu+0x24/0x50
[4448327.230738]  [<ffffffff8112310c>] ? drain_all_pages+0x1c/0x20
[4448327.230742]  [<ffffffff8112559b>] ? __alloc_pages_nodemask+0x50b/0x930
[4448327.230745]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448327.230748]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448327.230752]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448327.230755]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448327.230758]  [<ffffffff811e6de6>] ? stat_open+0x56/0xc0
[4448327.230761]  [<ffffffff81160cb9>] ? __kmalloc+0x189/0x220
[4448327.230765]  [<ffffffff811e6de6>] ? stat_open+0x56/0xc0
[4448327.230768]  [<ffffffff811ddc3e>] ? proc_reg_open+0xae/0x1d0
[4448327.230771]  [<ffffffff81199d60>] ? single_release+0x0/0x40
[4448327.230775]  [<ffffffff811ddb90>] ? proc_reg_open+0x0/0x1d0
[4448327.230778]  [<ffffffff811757f5>] ? __dentry_open+0x115/0x330
[4448327.230781]  [<ffffffff81213b9f>] ? security_inode_permission+0x1f/0x30
[4448327.230785]  [<ffffffff81175a4a>] ? vfs_open+0x3a/0x40
[4448327.230788]  [<ffffffff81175a88>] ? nameidata_to_filp+0x38/0x40
[4448327.230792]  [<ffffffff81188f60>] ? do_filp_open+0x6c0/0xd60
[4448327.230795]  [<ffffffff8109653f>] ? hrtimer_try_to_cancel+0x3f/0xd0
[4448327.230798]  [<ffffffff814e1023>] ? do_nanosleep+0x93/0xc0
[4448327.230802]  [<ffffffff81195002>] ? alloc_fd+0x92/0x160
[4448327.230805]  [<ffffffff81175599>] ? do_sys_open+0x69/0x140
[4448327.230809]  [<ffffffff811756b0>] ? sys_open+0x20/0x30
[4448327.230813]  [<ffffffff8100b0f2>] ? system_call_fastpath+0x16/0x1b
[4448327.404162] BUG: soft lockup - CPU#14 stuck for 67s! [nginx:9262]
[4448327.404163] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448327.404179] CPU 14 
[4448327.404179] Modules linked in: 8021q garp bridge stp llc toa hookers ipmi_devintf ipmi_si ipmi_msghandler bonding ipv6 power_meter hpilo hpwdt sg tg3(U) microcode serio_raw iTCO_wdt iTCO_vendor_support shpchp ext4 mbcache jbd2 hpsa ahci dm_mirror dm_region_hash dm_log dm_mod [last unloaded: scsi_wait_scan]
[4448327.404193] 
[4448327.404195] Pid: 9262, comm: nginx Tainted: G        W  ----------------   2.6.32-220.23.2.ali878.el6.x86_64 #1 HP ProLiant DL360p Gen8
[4448327.404198] RIP: 0010:[<ffffffff814e1e3c>]  [<ffffffff814e1e3c>] _spin_lock+0x1c/0x30
[4448327.404203] RSP: 0018:ffff881843adb4e8  EFLAGS: 00000283
[4448327.404205] RAX: 0000000000004f02 RBX: ffff881843adb4e8 RCX: ffff881843adb668
[4448327.404206] RDX: 0000000000004efd RSI: 0000000000000000 RDI: ffff881ff048b2e0
[4448327.404208] RBP: ffffffff8100bc0e R08: ffffea0002321348 R09: 0000000000000040
[4448327.404210] R10: 0000000000000000 R11: 0000000000000000 R12: 00007f6801c1a000
[4448327.404212] R13: ffff881fed298648 R14: ffff881fed298380 R15: ffff881843adb458
[4448327.404215] FS:  00007f6897b8a740(0000) GS:ffff8800999c0000(0000) knlGS:0000000000000000
[4448327.404217] CS:  0010 DS: 0000 ES: 0000 CR0: 000000008005003b
[4448327.404219] CR2: 00007f6851996fc0 CR3: 000000016656b000 CR4: 00000000001406e0
[4448327.404221] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
[4448327.404223] DR3: 0000000000000000 DR6: 00000000ffff0ff0 DR7: 0000000000000400
[4448327.404225] Process nginx (pid: 9262, threadinfo ffff881843ada000, task ffff8816a48074c0)
[4448327.404226] Stack:
[4448327.404227]  ffff881843adb518 ffffffff81145f63 ffffea00016e2c80 ffff881ff048b2e0
[4448327.404232] <0> 0000000000000001 ffffea0002321320 ffff881843adb5c8 ffffffff811472ce
[4448327.404237] <0> ffffea00005d0ad0 ffffea00025d1888 ffff881feece3c40 000000000051cc80
[4448327.404241] Call Trace:
[4448327.404245]  [<ffffffff81145f63>] ? page_lock_anon_vma+0x53/0x70
[4448327.404249]  [<ffffffff811472ce>] ? page_referenced+0x19e/0x370
[4448327.404253]  [<ffffffff8112c3d4>] ? shrink_active_list+0x1d4/0x510
[4448327.404257]  [<ffffffff8112665a>] ? determine_dirtyable_memory+0x1a/0x30
[4448327.404261]  [<ffffffff8112ca5d>] ? shrink_zone+0x34d/0x520
[4448327.404265]  [<ffffffff8109bf59>] ? ktime_get_ts+0xa9/0xe0
[4448327.404268]  [<ffffffff8112cd2e>] ? do_try_to_free_pages+0xfe/0x520
[4448327.404272]  [<ffffffff81115eef>] ? zone_watermark_ok+0x1f/0x30
[4448327.404276]  [<ffffffff8112d33f>] ? try_to_free_pages+0x9f/0x130
[4448327.404279]  [<ffffffff8112e4a0>] ? isolate_pages_global+0x0/0x350
[4448327.404283]  [<ffffffff81125498>] ? __alloc_pages_nodemask+0x408/0x930
[4448327.404287]  [<ffffffff81421e00>] ? dev_queue_xmit+0x100/0x6b0
[4448327.404291]  [<ffffffff8115f6f2>] ? kmem_getpages+0x62/0x170
[4448327.404294]  [<ffffffff8116030a>] ? fallback_alloc+0x1ba/0x270
[4448327.404298]  [<ffffffff8115fd5f>] ? cache_grow+0x2cf/0x320
[4448327.404301]  [<ffffffff81160089>] ? ____cache_alloc_node+0x99/0x160
[4448327.404305]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
[4448327.404308]  [<ffffffff81160f4f>] ? kmem_cache_alloc_node_notrace+0x6f/0x130
[4448327.404312]  [<ffffffff8116118b>] ? __kmalloc_node+0x7b/0x100
[4448327.404316]  [<ffffffff81412b7a>] ? __alloc_skb+0x7a/0x180
